-0.012675,1.5707,1.5708-1.0232i,0.02,0.56667,5,Hb
-0.35359,1.5305,1.5708-0.9892i,0.02,0.15,11,HbO2
-0.27411,1.5467,1.5708-1.0031i,0.02,0.65,11,HbO2
