1.5708,0,0,0,0,1,Hb
1.5708,0,0,0,0.016667,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.033333,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.05,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.066667,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.083333,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.1,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.11667,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.13333,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.15,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.16667,1,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.18333,1,Hb
1.5708,0,0,0,0.2,1,Hb
1.5708,0,0,0,0.21667,1,Hb
1.5708,0,0,0,0.23333,1,Hb
1.5708,0,0,0,0.25,1,Hb
1.5708,0,0,0,0.26667,1,Hb
1.5708,0,0,0,0.28333,1,Hb
1.5708,0,0,0,0.3,1,Hb
1.5708,0,0,0,0.31667,1,Hb
1.5708,0,0,0,0.33333,1,Hb
1.5708,0,0,0,0.35,1,Hb
1.5708,0,0,0,0.36667,1,Hb
1.5708,0,0,0,0.38333,1,Hb
1.5708,0,0,0,0.4,1,Hb
1.5708,0,0,0,0,2,Hb
1.5708,0,0,0,0.016667,2,Hb
1.5708,0,0,0,0.033333,2,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.05,2,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.066667,2,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.083333,2,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.1,2,Hb
1.5708,0,0,0,0.13333,2,Hb
1.5708,0,0,0,0.15,2,Hb
1.5708,0,0,0,0.16667,2,Hb
1.5708,0,0,0,0.18333,2,Hb
1.5708,0,0,0,0.2,2,Hb
1.5708,0,0,0,0.21667,2,Hb
1.5708,0,0,0,0.23333,2,Hb
1.5708,0,0,0,0.25,2,Hb
1.5708,0,0,0,0.26667,2,Hb
1.5708,0,0,0,0.28333,2,Hb
1.5708,0,0,0,0.3,2,Hb
1.5708,0,0,0,0.31667,2,Hb
1.5708,0,0,0,0.33333,2,Hb
1.5708,0,0,0,0.35,2,Hb
1.5708,0,0,0,0.36667,2,Hb
1.5708,0,0,0,0.38333,2,Hb
1.5708,0,0,0,0.4,2,Hb
1.5708,0,0,0,0,3,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.016667,3,Hb
1.5708,0,0,0,0.05,3,Hb
1.5708,0,0,0,0.066667,3,Hb
1.5708,0,0,0,0.083333,3,Hb
1.5708,0,0,0,0.1,3,Hb
1.5708,0,0,0,0.11667,3,Hb
1.5708,0,0,0,0.13333,3,Hb
1.5708,0,0,0,0.15,3,Hb
1.5708,0,0,0,0.16667,3,Hb
1.5708,0,0,0,0.18333,3,Hb
1.5708,0,0,0,0.2,3,Hb
1.5708,0,0,0,0.21667,3,Hb
1.5708,0,0,0,0.23333,3,Hb
1.5708,0,0,0,0.25,3,Hb
1.5708,0,0,0,0.26667,3,Hb
1.5708,0,0,0,0.28333,3,Hb
1.5708,0,0,0,0.3,3,Hb
1.5708,0,0,0,0.31667,3,Hb
1.5708,0,0,0,0.33333,3,Hb
1.5708,0,0,0,0.35,3,Hb
1.5708,0,0,0,0.36667,3,Hb
1.5708,0,0,0,0.38333,3,Hb
1.5708,0,0,0,0.4,3,Hb
1.5708,0,0,0,0,4,Hb
1.5708,0,0,0,0.033333,4,Hb
1.5708,0,0,0,0.05,4,Hb
1.5708,0,0,0,0.066667,4,Hb
1.5708,0,0,0,0.083333,4,Hb
1.5708,0,0,0,0.1,4,Hb
1.5708,0,0,0,0.11667,4,Hb
1.5708,0,0,0,0.13333,4,Hb
1.5708,0,0,0,0.15,4,Hb
1.5708,0,0,0,0.16667,4,Hb
1.5708,0,0,0,0.18333,4,Hb
1.5708,0,0,0,0.2,4,Hb
1.5708,0,0,0,0.21667,4,Hb
1.5708,0,0,0,0.23333,4,Hb
1.5708,0,0,0,0.25,4,Hb
1.5708,0,0,0,0.26667,4,Hb
1.5708,0,0,0,0.28333,4,Hb
1.5708,0,0,0,0.3,4,Hb
1.5708,0,0,0,0.31667,4,Hb
1.5708,0,0,0,0.33333,4,Hb
1.5708,0,0,0,0.35,4,Hb
1.5708,0,0,0,0.36667,4,Hb
1.5708,0,0,0,0.38333,4,Hb
1.5708,0,0,0,0.4,4,Hb
1.5708,0,0,0,0,5,Hb
1.5708,0,0,0,0.016667,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.033333,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.05,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.066667,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.083333,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.1,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.11667,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.13333,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.15,5,Hb
-1.5708,1.9237e-16,1.9237e-16,0,0.16667,5,Hb
1.5708,0,0,0,0.18333,5,Hb
1.5708,0,0,0,0.2,5,Hb
1.5708,0,0,0,0.21667,5,Hb
1.5708,0,0,0,0.23333,5,Hb
1.5708,0,0,0,0.25,5,Hb
1.5708,0,0,0,0.26667,5,Hb
1.5708,0,0,0,0.28333,5,Hb
1.5708,0,0,0,0.3,5,Hb
1.5708,0,0,0,0.31667,5,Hb
1.5708,0,0,0,0.33333,5,Hb
1.5708,0,0,0,0.35,5,Hb
1.5708,0,0,0,0.36667,5,Hb
1.5708,0,0,0,0.38333,5,Hb
1.5708,0,0,0,0.4,5,Hb
1.5708,0,0,0,0,6,Hb
1.5708,0,0,0,0.016667,6,Hb
