-0.34117,-1.5333,-1.5708+0.99163i,0.02,0.51667,1,Hb
-0.061313,-1.5696,-1.5708+1.0222i,0.02,0.51667,5,Hb
-0.41612,-1.5147,-1.5708+0.97544i,0.02,0.51667,11,HbO2
