0,0,1,1,0,grid
0,0,1,1,1,grid
0,0,1,1,2,grid
0,0,1,1,3,grid
0,0,1,1,4,grid
0,0,1,1,5,grid
0,0,1,1,6,grid
0,0,1,1,7,grid
0,0,1,1,8,grid
0,0,1,1,9,grid
0,0,1,1,10,grid
0,0,1,1,11,grid
0,0,1,1,12,grid
0,0,1,1,13,grid
0,0,1,1,14,grid
0,0,1,1,15,grid
0,0,1,1,16,grid
0,0,1,1,17,grid
0,0,1,1,18,grid
0,0,1,1,19,grid
0,0,1,1,20,grid
0,0,1,1,21,grid
0,0,1,1,22,grid
0,0,1,1,23,grid
0,0,1,1,24,grid
0,0,1,1,25,grid
0,0,1,1,26,grid
0,0,1,1,27,grid
0,0,1,1,28,grid
0,0,1,1,29,grid
0,0,1,1,30,grid
0,0,1,1,31,grid
0,0,1,1,32,grid
0,0,1,1,33,grid
0,0,1,1,34,grid
0,0,1,1,35,grid
0,0,1,1,36,grid
0,0,1,1,37,grid
0,0,1,1,38,grid
0,0,1,1,39,grid
0,0,1,1,40,grid
0,0,1,1,41,grid
0,0,1,1,42,grid
0,0,1,1,43,grid
0,0,1,1,44,grid
0,0,1,1,45,grid
0,0,1,1,46,grid
0,0,1,1,47,grid
0,0,1,1,48,grid
0,0,1,1,49,grid
0,0,1,1,50,grid
0,0,1,1,51,grid
0,0,1,1,52,grid
0,0,1,1,53,grid
0,0,1,1,54,grid
0,0,1,1,55,grid
0,0,1,1,56,grid
0,0,1,1,57,grid
0,0,1,1,58,grid
0,0,1,1,59,grid
0,0,1,1,60,grid
0,0,1,6,0,grid
0,0,1,6,1,grid
0,0,1,6,2,grid
0,0,1,6,3,grid
0,0,1,6,4,grid
0,0,1,6,5,grid
0,0,1,6,6,grid
0,0,1,6,7,grid
0,0,1,6,8,grid
0,0,1,6,9,grid
0,0,1,6,10,grid
0,0,1,6,11,grid
0,0,1,6,12,grid
0,0,1,6,13,grid
0,0,1,6,14,grid
0,0,1,6,15,grid
0,0,1,6,16,grid
0,0,1,6,17,grid
0,0,1,6,18,grid
0,0,1,6,19,grid
0,0,1,6,20,grid
0,0,1,6,21,grid
0,0,1,6,22,grid
0,0,1,6,23,grid
0,0,1,6,24,grid
0,0,1,6,25,grid
0,0,1,6,26,grid
0,0,1,6,27,grid
0,0,1,6,28,grid
0,0,1,6,29,grid
0,0,1,6,30,grid
0,0,1,6,31,grid
0,0,1,6,32,grid
0,0,1,6,33,grid
0,0,1,6,34,grid
0,0,1,6,35,grid
0,0,1,6,36,grid
0,0,1,6,37,grid
0,0,1,6,38,grid
0,0,1,6,39,grid
0,0,1,6,40,grid
0,0,1,6,41,grid
0,0,1,6,42,grid
0,0,1,6,43,grid
0,0,1,6,44,grid
0,0,1,6,45,grid
0,0,1,6,46,grid
0,0,1,6,47,grid
0,0,1,6,48,grid
0,0,1,6,49,grid
0,0,1,6,50,grid
0,0,1,6,51,grid
0,0,1,6,52,grid
0,0,1,6,53,grid
0,0,1,6,54,grid
0,0,1,6,55,grid
0,0,1,6,56,grid
0,0,1,6,57,grid
0,0,1,6,58,grid
0,0,1,6,59,grid
0,0,1,6,60,grid
0,0,1,11,0,grid
0,0,1,11,1,grid
0,0,1,11,2,grid
0,0,1,11,3,grid
0,0,1,11,4,grid
0,0,1,11,5,grid
0,0,1,11,6,grid
0,0,1,11,7,grid
0,0,1,11,8,grid
0,0,1,11,9,grid
0,0,1,11,10,grid
0,0,1,11,11,grid
0,0,1,11,12,grid
