-0.080216,1.5687,1.5708-1.0215i,0.02,0.11667,2,Hb
0.51731,1.4832,1.5708-0.94721i,0.02,0.033333,3,Hb
0.41796,1.5142,1.5708-0.97499i,0.02,0.53333,3,Hb
-0.56833,1.4644,1.5708-0.92986i,0.02,0.05,7,Hb
-0.010764,1.5708,1.5708-1.0232i,0.02,0.16667,11,HbO2
-0.097311,1.5678,1.5708-1.0207i,0.02,0.083333,12,HbO2
