1,0,0,0,1,1
1,0,0,0,2,1
-1,1.22464679914735e-16,3.14159265358979,0,3,1
-1,1.22464679914735e-16,3.14159265358979,0,4,1
-1,1.22464679914735e-16,3.14159265358979,0,5,1
-1,1.22464679914735e-16,3.14159265358979,0,6,1
-1,1.22464679914735e-16,3.14159265358979,0,7,1
-1,1.22464679914735e-16,3.14159265358979,0,8,1
-1,1.22464679914735e-16,3.14159265358979,0,9,1
-1,1.22464679914735e-16,3.14159265358979,0,10,1
-1,1.22464679914735e-16,3.14159265358979,0,11,1
-1,1.22464679914735e-16,3.14159265358979,0,12,1
1,0,0,0,13,1
1,0,0,0,14,1
1,0,0,0,15,1
1,0,0,0,16,1
1,0,0,0,17,1
1,0,0,0,18,1
1,0,0,0,19,1
1,0,0,0,20,1
1,0,0,0,21,1
1,0,0,0,22,1
1,0,0,0,23,1
1,0,0,0,24,1
1,0,0,0,25,1
1,0,0,0,26,1
1,0,0,0,27,1
1,0,0,0,28,1
1,0,0,0,29,1
1,0,0,0,30,1
1,0,0,0,31,1
1,0,0,0,32,1
-1,1.22464679914735e-16,3.14159265358979,0,33,1
-1,1.22464679914735e-16,3.14159265358979,0,34,1
-1,1.22464679914735e-16,3.14159265358979,0,35,1
-1,1.22464679914735e-16,3.14159265358979,0,36,1
-1,1.22464679914735e-16,3.14159265358979,0,37,1
-1,1.22464679914735e-16,3.14159265358979,0,38,1
-1,1.22464679914735e-16,3.14159265358979,0,39,1
-1,1.22464679914735e-16,3.14159265358979,0,40,1
-1,1.22464679914735e-16,3.14159265358979,0,41,1
-1,1.22464679914735e-16,3.14159265358979,0,42,1
1,0,0,0,43,1
1,0,0,0,44,1
1,0,0,0,45,1
1,0,0,0,46,1
1,0,0,0,47,1
1,0,0,0,49,1
1,0,0,0,50,1
1,0,0,0,51,1
1,0,0,0,52,1
1,0,0,0,53,1
1,0,0,0,54,1
1,0,0,0,55,1
1,0,0,0,56,1
1,0,0,0,57,1
1,0,0,0,58,1
1,0,0,0,59,1
1,0,0,0,60,1
1,0,0,0,1,2
1,0,0,0,2,2
-1,1.22464679914735e-16,3.14159265358979,0,3,2
-1,1.22464679914735e-16,3.14159265358979,0,4,2
-1,1.22464679914735e-16,3.14159265358979,0,5,2
-1,1.22464679914735e-16,3.14159265358979,0,6,2
-1,1.22464679914735e-16,3.14159265358979,0,7,2
-1,1.22464679914735e-16,3.14159265358979,0,8,2
-1,1.22464679914735e-16,3.14159265358979,0,9,2
-1,1.22464679914735e-16,3.14159265358979,0,10,2
-1,1.22464679914735e-16,3.14159265358979,0,11,2
1,0,0,0,12,2
1,0,0,0,13,2
1,0,0,0,14,2
1,0,0,0,15,2
1,0,0,0,16,2
1,0,0,0,17,2
1,0,0,0,18,2
1,0,0,0,19,2
1,0,0,0,20,2
1,0,0,0,21,2
1,0,0,0,22,2
1,0,0,0,23,2
1,0,0,0,24,2
1,0,0,0,25,2
1,0,0,0,26,2
1,0,0,0,27,2
1,0,0,0,28,2
1,0,0,0,29,2
1,0,0,0,30,2
1,0,0,0,31,2
1,0,0,0,32,2
