1.5707963267949,2,0.65,0,0,0
0,1.5707963267949,3,0.0166666666666667,0,0
0,0,1.5707963267949,5,0.35,0
0,0,0,-1.5707963267949,6,0.666666666666667
0,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.316666666666667,0,1.92367069372179e-16,0,-1.5707963267949
1.5707963267949,2,0.666666666666667,0,0,1.92367069372179e-16
0,1.5707963267949,3,0.0333333333333333,0,1.92367069372179e-16
0,0,1.5707963267949,5,0.366666666666667,0
0,0,0,-1.5707963267949,6,0.683333333333333
0.0166666666666667,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.333333333333333,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.683333333333333,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.05,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.383333333333333,0
0,0,0,-1.5707963267949,6,0.7
0.0333333333333333,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.35,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.7,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.0666666666666667,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.4,0
0,0,0,-1.5707963267949,6,0.716666666666667
0.05,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.366666666666667,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.716666666666667,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.0833333333333333,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.416666666666667,0
0,0,0,-1.5707963267949,6,0.733333333333333
0.0666666666666667,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.383333333333333,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.733333333333333,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.1,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.433333333333333,0
0,0,0,-1.5707963267949,6,0.75
0.0833333333333333,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.4,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.75,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.116666666666667,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.45,0
0,0,0,-1.5707963267949,6,0.766666666666667
0.1,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.416666666666667,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.766666666666667,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.133333333333333,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.466666666666667,0
0,0,0,-1.5707963267949,6,0.783333333333333
0.116666666666667,0,0,1.92367069372179e-16,1.5707963267949,7
1,0.433333333333333,0,1.92367069372179e-16,0,-1.5707963267949
-1.5707963267949,2,0.783333333333333,0,0,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.15,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.483333333333333,0
0,0,0,-1.5707963267949,6,0.8
0.133333333333333,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.45,0,1.92367069372179e-16,1.92367069372179e-16,-1.5707963267949
-1.5707963267949,2,0.8,0,1.92367069372179e-16,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.166666666666667,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.5,0
0,0,0,-1.5707963267949,6,0.816666666666667
0.15,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.466666666666667,0,1.92367069372179e-16,1.92367069372179e-16,-1.5707963267949
-1.5707963267949,2,0.816666666666667,0,1.92367069372179e-16,1.92367069372179e-16
1.92367069372179e-16,1.5707963267949,3,0.183333333333333,0,1.92367069372179e-16
1.92367069372179e-16,0,1.5707963267949,5,0.516666666666667,0
0,0,0,-1.5707963267949,6,0.833333333333333
0.166666666666667,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.483333333333333,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
-1.5707963267949,2,0.833333333333333,0,1.92367069372179e-16,0
1.92367069372179e-16,1.5707963267949,3,0.2,0,0
1.92367069372179e-16,0,1.5707963267949,5,0.533333333333333,0
0,0,0,-1.5707963267949,6,0.866666666666667
0.183333333333333,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.5,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
1.5707963267949,2,0.866666666666667,0,1.92367069372179e-16,0
0,1.5707963267949,3,0.216666666666667,0,0
0,0,1.5707963267949,5,0.55,0
0,0,0,-1.5707963267949,6,0.883333333333333
0.2,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.516666666666667,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
1.5707963267949,2,0.883333333333333,0,1.92367069372179e-16,0
0,-1.5707963267949,3,0.233333333333333,0,0
0,1.92367069372179e-16,1.5707963267949,5,0.566666666666667,0
0,1.92367069372179e-16,0,-1.5707963267949,6,0.9
0.216666666666667,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.533333333333333,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
1.5707963267949,2,0.9,0,1.92367069372179e-16,0
0,-1.5707963267949,3,0.25,0,0
0,1.92367069372179e-16,1.5707963267949,5,0.583333333333333,0
0,1.92367069372179e-16,0,-1.5707963267949,6,0.916666666666667
0.233333333333333,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.55,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
1.5707963267949,2,0.916666666666667,0,1.92367069372179e-16,0
0,-1.5707963267949,3,0.266666666666667,0,0
0,1.92367069372179e-16,1.5707963267949,5,0.6,0
0,1.92367069372179e-16,0,-1.5707963267949,6,0.933333333333333
0.25,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.566666666666667,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
1.5707963267949,2,0.933333333333333,0,1.92367069372179e-16,0
0,-1.5707963267949,3,0.283333333333333,0,0
0,1.92367069372179e-16,1.5707963267949,5,0.616666666666667,0
0,1.92367069372179e-16,0,-1.5707963267949,6,0.95
0.266666666666667,0,0,1.92367069372179e-16,-1.5707963267949,7
1,0.583333333333333,0,1.92367069372179e-16,1.92367069372179e-16,1.5707963267949
1.5707963267949,2,0.95,0,1.92367069372179e-16,0
0,-1.5707963267949,3,0.3,0,0
0,1.92367069372179e-16,1.5707963267949,5,0.633333333333333,0
0,1.92367069372179e-16,0,-1.5707963267949,6,0.966666666666667
