-19.8692630419257,-19.8692248938986,-7.78110460487046,-7.78109892554747,-13.9724359223192,-13.9724177023087,-11.4526981817932,-11.4526825790907,-2.60857088799654,-2.60856262532741,-24.1594883621665,-24.1594690976916,0,0,0,0
-19.8692630735459,-19.8692256361786,-7.78110461156799,-7.78109902660816,-13.972435939271,-13.9724180480515,-11.4526981960984,-11.4526828761715,-2.60857089414595,-2.60856278942152,-24.1594883839629,-24.1594694448696,0,0,0,0
-19.8641352303049,-19.864098496852,-7.78051936684015,-7.78051387534053,-13.9701524039433,-13.9701348383872,-11.4507237553574,-11.4507087155171,-2.60739761412755,-2.60738966585123,-24.1574206747678,-24.1574020579464,0,0,0,0
-19.8539591346459,-19.8539875205901,-7.77935795810592,-7.77935991176273,-13.9656207739116,-13.965632219488,-11.4468055176768,-11.4468155605973,-2.6050692659974,-2.60507621283465,-24.1533173410182,-24.1533250205645,0,0,0,0
-19.8388327561218,-19.8390008934575,-7.77763156676524,-7.77764948329993,-13.9588846771119,-13.9589583689212,-11.4409812055992,-11.4410450677568,-2.60160826573186,-2.60164718394229,-24.1472178873204,-24.1472819569722,0,0,0,0
-19.8189031702618,-19.8193905272617,-7.77535697874883,-7.77541134099087,-13.9500096094188,-13.9502254683964,-11.4333074496043,-11.4334942340057,-2.59704826502729,-2.59716021799201,-24.1391816194504,-24.1393744464436,0,0,0,0
-19.794226117134,-19.7951541552877,-7.77254055573297,-7.77264522611679,-13.9390203930625,-13.9394325084824,-11.4238057120346,-11.4241621865492,-2.59140201752508,-2.59161479635224,-24.1292310136293,-24.129601574918,0,0,0,0
-19.7648916420534,-19.7665034710759,-7.7691925746566,-7.76937529949395,-13.9259571270936,-13.9266737607827,-11.4125106642171,-11.4131304365748,-2.58469012611199,-2.58505935569829,-24.1174023789787,-24.1180487041516,0,0,0,0
-19.7309912735753,-19.7334971645702,-7.76532348164543,-7.76560825933218,-13.9108605709906,-13.91197536104,-11.3994575485234,-11.4004215821595,-2.57693353308271,-2.57750732466861,-24.1037326224272,-24.1047394994446,0,0,0,0
-19.6926080229185,-19.6962590107259,-7.76094275054366,-7.76135823190169,-13.8937676911068,-13.8953924285754,-11.3846783276515,-11.3860832818175,-2.56815123198351,-2.56898702377658,-24.0882552158825,-24.0897238700227,0,0,0,0
