-1,1.22464679914735e-16,3.14159265358979,0,19,5
-1,1.22464679914735e-16,3.14159265358979,0,20,5
-1,1.22464679914735e-16,3.14159265358979,0,21,5
-1,1.22464679914735e-16,3.14159265358979,0,19,6
-1,1.22464679914735e-16,3.14159265358979,0,20,6
-0.42155111832989,0.906804639729429,2.00595150011716,1,21,6
-1,1.22464679914735e-16,3.14159265358979,0,19,7
-1,1.22464679914735e-16,3.14159265358979,0,20,7
-1,1.22464679914735e-16,3.14159265358979,0,19,8
-1,1.22464679914735e-16,3.14159265358979,0,20,8
-0.265835095637418,0.964018517419372,1.83986641092295,1,21,8
