0.40274,1.5183,1.5708-0.9786i,0.02,0.05,1,Hb
0.26566,1.5482,1.5708-1.0043i,0.02,0.55,1,Hb
-0.40323,1.5182,1.5708-0.97849i,0.02,0.26667,5,Hb
0.80531,1.3487,1.5708-0.81252i,0.02,0.083333,10,HbO2
